originSize: 158823    uniqsize: 29003
SIP DIP  SP   DP    PROT     NUM: 
722002416 2579574396  51860   443    6     2
3617879023 602983364  9116   443    6     4
3525236217 2298574227  80   34901    6     1
722779812 2579574579  43179   443    6     4
1671310459 59063473  58614   8100    6     5
1967202254 66848280  49797   80    6     6
730555749 16962131  34809   9339    6     1
3505476843 2612429371  52348   80    6     1
3548109890 3326272531  53   63371    17     1
1098775435 3547002475  41765   80    6     2
1670602216 22633850  26660   9339    6     1
1671310458 18975041  50843   8100    6     8
109573885 3504996201  64172   443    6     5
730555749 17038160  21207   9339    6     2
1757967566 731107208  32174   443    6     6
3696224692 23494408  24717   443    6     7
730555751 26617408  39721   9339    6     1
1224847553 66745195  53938   443    6     1
2115555193 3326272529  53   35818    17     1
1805949801 23520610  44622   80    6     6
3646080770 3326272529  53   62213    17     1
3446487604 1797126523  57881   443    6     4
1783900014 19207164  6550   9339    6     1
3465968576 66684116  62835   443    6     1
723113107 2579574367  51944   443    6     6
3278990544 2579574398  47571   443    6     3
1142614949 2313300672  60934   443    6     2
2186112003 3343010278  22884   80    6     1
2183987740 66811984  52553   80    6     2
2481141694 100424890  56779   80    6     2
3470272693 24951639  63183   443    6     1
481564788 1875764374  28026   62588    17     5
1280949136 734963322  23517   443    6     2
730555663 16920503  29882   9339    6     2
1864759743 60234791  10882   80    6     1
2116647197 2579574397  39134   443    6     2
2981821389 1760530380  35190   1788    17     2
23887026 66888670  47590   443    6     1
730554389 19325884  45890   9339    6     1
666237895 60262126  30030   443    6     2
2722865850 3530305965  54594   80    6     1
1090085196 1115627376  9009   53    17     1
1728551179 1115627376  18090   53    17     1
169549373 3504996203  49186   443    6     5
2198961437 3710836087  38187   443    6     1
2449656553 3546973153  443   36216    6     6
1408832519 1179502325  5080   5060    17     1
3080873074 2439477347  40750   80    6     1
1249189545 21038132  61540   80    6     1
1838352451 16918200  5499   9339    6     1
1886894975 23483422  18342   443    6     1
730555771 22100091  59931   9339    6     1
1249189545 21038132  61551   80    6     1
1805944425 67065261  49795   80    6     1
1341312824 3710835829  40437   443    6     2
730555016 17573443  25431   9339    6     1
1671310342 19751781  49717   8100    6     3
1945642624 21096060  59381   443    6     5
1783899859 26951074  31237   9339    6     1
730555761 17038160  1549   9339    6     1
724250502 3352602030  80   63597    6     22
1671310434 19809623  46008   8100    6     10
1109403757 3384391998  38597   53    17     1
3408184821 21163961  1065   443    6     109
257157350 2579592649  80   40787    6     2
3081843790 737135973  53181   443    6     2
3711413681 3530299929  40818   7610    6     3
1956938115 1797243156  48155   443    6     4
3566779915 23905273  32525   443    6     1
2301294548 602983422  64458   443    6     12
2071442830 23335854  49814   443    6     2
2079214148 59040899  36425   80    6     1
1956913796 67048704  15940   80    6     1
218208254 2310413964  57241   443    6     1
2453490651 23482791  50119   443    6     1
1875737060 1760528506  40616   9010    6     2
1158469461 3710835905  80   41844    6     4
1969051175 24938473  59246   443    6     5
3597182447 602983364  49810   443    6     13
2343699750 602983377  46270   443    6     3
1739825925 2637498118  42863   5938    6     1
2579601266 3504996331  80   44643    6     9
1498221973 2579574631  35719   443    6     3
1671310342 66037573  34489   8100    6     6
2341638414 602983364  24998   443    6     3
63016815 1099793312  53   12195    17     1
730555795 1797105836  15190   9339    6     1
1805950088 67065261  39597   80    6     1
2279495527 100432185  28417   80    6     4
730555761 19068949  26470   9339    6     1
730555748 16922196  56881   9339    6     1
730555656 19033841  12375   9339    6     2
730555760 27136379  38811   9339    6     1
1956916490 21765616  1747   443    6     2
1232070287 19373511  60852   9339    6     1
730555749 26425636  60847   9339    6     1
2344097700 602983371  16075   443    6     1
3499671288 1146560446  53   59190    17     1
2803679926 59049492  62836   443    6     1
2057684866 3518674974  10645   25    6     5
1783899870 16920503  64236   9339    6     2
1830227675 24931400  52415   443    6     9
3376088534 65974834  45434   443    6     2
1828091311 59102070  50738   80    6     1
2153052373 23836870  18984   443    6     1
2362227675 3720596652  3389   1198    6     11
1232068813 66650868  44104   4244    6     2
3755390428 1714138596  64199   443    6     19
430379977 3526481873  44274   53    17     1
1783899794 1797105836  55817   9339    6     1
2579601196 2579574609  80   51675    6     1
1670602125 66955950  27985   443    6     2
2816497802 99863195  58005   443    6     1
2908297624 3692029362  54390   443    6     1
976767485 1760530380  62587   1762    17     2
1081801877 3710835823  33921   80    6     3
730555657 27136379  38281   9339    6     1
2817878177 23110904  60689   443    6     3
1168554330 2472885475  65286   80    6     1
3376347032 722001634  59359   80    6     2
2042449500 2310420558  50954   443    6     1
3376211492 1257170362  443   49536    6     1
730555768 19267887  4510   9339    6     1
2070721522 99621681  36960   443    6     2
3544945410 2766478073  80   8597    6     1
2981062392 731294818  5342   80    6     2
1257738335 2579620759  0   55822    1     1
1968763501 66815954  59744   80    6     1
1838352396 16920503  17290   9339    6     1
823989795 1714137775  55542   443    6     1
1906349224 3722027361  26588   80    6     1
1838352616 17038160  7907   9339    6     2
1224763149 731118731  53   55343    17     1
2183656943 22801304  51987   443    6     1
2032709753 737119406  57331   80    6     1
730555783 736977147  2261   9339    6     1
730555767 736977402  40654   9339    6     2
2579597974 3674901262  443   56499    6     9
730555744 26425636  54420   9339    6     1
3403926344 737145568  52795   443    6     1
3617879023 602983381  47508   80    6     13
2169904525 26335540  7089   80    6     2
1113909979 2612429371  19347   80    6     1
316611225 99694716  48594   443    6     7
3493132581 23907070  49641   443    6     1
344508433 24931993  19245   80    6     3
1671310357 19791382  55735   8100    6     4
2595041572 724248816  45921   443    6     1
117359994 26661203  65109   9339    6     2
2187188688 66650923  43720   4244    6     1
2153005736 19322369  46533   9339    6     1
317607110 3327463662  35397   80    6     5
1968393025 24067414  3855   80    6     1
2153050997 1797187273  43087   443    6     4
2012343543 23481163  47652   443    6     1
1252870905 2612429372  54747   80    6     2
392941788 1711334001  4478   50810    6     5
730555792 16920503  7692   9339    6     2
730555755 22100091  24744   9339    6     2
730555019 16851627  46413   9339    6     1
730555806 16835430  43726   9339    6     1
1671310458 19861680  21699   8100    6     4
3434870510 66650794  33036   4244    6     1
1989739807 300601218  443   32779    6     11
1864759646 66800161  11069   80    6     1
2153006723 24038392  15159   9339    6     2
1838352470 16794434  33432   9339    6     1
1671310434 26222897  41445   8100    6     3
730555748 16918200  24328   9339    6     1
2801858164 66810667  61722   443    6     1
730555751 26425636  54818   9339    6     4
109645310 23105614  61919   443    6     4
3561887901 2579574398  32829   443    6     1
1617131168 17313941  4930   443    6     1
3376549928 1158353820  28360   443    6     5
730555749 21792296  3735   9339    6     1
1671310434 19816983  60144   8100    6     4
730555797 17038160  49001   9339    6     1
3415771139 65986222  52492   443    6     3
730555761 19114671  31581   9339    6     1
1263675504 3327463661  55710   80    6     2
737991444 2579574364  35645   443    6     4
2186112238 23485126  37303   80    6     1
3083532844 23491925  60656   443    6     1
1177497308 1875764321  51413   1362    17     1
3566780203 2310408374  47806   443    6     1
730555775 19261681  51813   9339    6     1
730555806 2310461246  49539   9339    6     1
1805950040 1797227533  34150   80    6     4
973718783 2579574367  54147   443    6     4
1711678220 3710836006  50274   80    6     41
730555752 736977402  37483   9339    6     1
3082716646 736948897  59636   9339    6     1
1805944519 66642829  41725   443    6     3
1956922146 16963413  5088   9339    6     1
3557585627 1257161253  443   59529    6     4
3611774910 3530318655  60589   80    6     2
344508441 724248600  11128   80    6     2
3434329773 65912887  46209   443    6     2
1805949662 1797126337  37462   80    6     5
2139757014 23806413  58098   443    6     1
2463070875 100432184  62522   80    6     1
1689431877 1714177460  20520   59696    17     1
973718732 3710835765  55291   80    6     7
1783899795 23563012  16965   9339    6     1
3692777667 724248630  443   38432    6     8
3600286361 602983370  8131   443    6     6
169571086 2579574500  34812   80    6     1
3629884718 1875764369  443   50871    6     2
730555016 16922196  51920   9339    6     1
2341638440 602983381  32396   80    6     11
3562362178 24019448  10944   9339    6     1
730555789 26872452  59922   9339    6     1
1783900014 16851627  4195   9339    6     1
3702587889 3327881536  123   123    17     1
1805949064 60236939  60794   80    6     2
730555760 19207164  17431   9339    6     1
1980432101 66650867  51451   4244    6     1
1967527356 23483947  51671   443    6     1
1805944589 1797126337  38247   80    6     6
233444129 19747176  51941   443    6     1
3084712573 66783246  55739   80    6     3
1498889796 737993025  33498   80    6     6
730555800 16920503  57640   9339    6     1
1245454350 3547002473  61761   80    6     3
730555763 17630602  2103   9339    6     1
1293232620 2439470351  49978   443    6     1
23871844 23105317  27587   80    6     1
730555779 23428916  55901   9339    6     1
723903524 67065261  33935   80    6     3
2515539097 722001634  30157   443    6     6
1956959286 26800277  26107   9339    6     1
1982409571 66793284  58237   80    6     2
1101171499 19709676  80   5603    6     2
730555019 26872452  45003   9339    6     1
1113881031 2612429372  20341   80    6     2
3623955395 3623944673  5667   43361    6     1
3638531072 23127592  36681   443    6     1
1958199840 19788108  48612   80    6     1
730555762 22738387  25078   9339    6     1
1113902044 3530315444  8048   80    6     6
3617878768 602983364  57563   443    6     1
1721672128 3530307824  56473   80    6     2
3415517219 99863620  50316   443    6     2
1838352451 26951074  54421   9339    6     1
203569767 65798414  50427   443    6     5
2341638457 602983364  16643   443    6     1
2116334029 19716393  33206   443    6     1
2479488997 1121463643  18009   80    6     1
1968919135 65899775  63862   443    6     4
